session_id,visitor_id,platform,country,event_date,reached_hlp,reached_lys,reached_amenities,reached_address,reached_calendar,reached_price,reached_publish,reached_new_listing,reached_active_listing
S0364,V0293,ios,Germany,2024-02-17,true,true,true,true,true,true,false,false,false
S0365,V0503,ios,Germany,2024-02-23,true,false,false,false,false,false,false,false,false
S0366,V0463,ios,Germany,2024-02-07,true,true,false,false,false,false,false,false,false
S0367,V0456,ios,Germany,2024-02-06,true,false,false,false,false,false,false,false,false
S0368,V0328,android,Germany,2024-02-03,true,false,false,false,false,false,false,false,false
S0369,V0162,android,Germany,2024-02-22,true,true,true,true,false,false,false,false,false
S0370,V0718,android,Germany,2024-02-23,true,false,false,false,false,false,false,false,false
S0371,V0143,android,Germany,2024-02-21,true,true,true,true,false,false,false,false,false
S0372,V0027,android,Germany,2024-02-08,true,false,false,false,false,false,false,false,false
S0373,V0565,android,Germany,2024-02-12,true,true,true,false,false,false,false,false,false
S0374,V0089,android,Germany,2024-02-05,true,false,false,false,false,false,false,false,false
